"CONTEXT", "ID", "TEXT"
"traveler:SECRET_POLICE_CAUGHT","The Ministry of Income was thoughtful enough to notify us.",".ﺎﻧﺭﺎﻄﺧﻹ ﻲﻔﻜﻳ ﺎﻤﺑ ﻒﻄﻠﻟﺍ ﻦﻣ ﻞﺧﺪﻟﺍ ﺓﺭﺍﺯﻭ ﺖﻧﺎﻛ"
"traveler:SECRET_POLICE_CAUGHT","It is best if you come with me.",".ﻲﻌﻣ ﻲﺗﺄﺗ ﻥﺃ ﻞﻀﻓﻷﺍ ﻦﻣ"
"traveler:SECRET_POLICE_FINAL","Inspector.",".ﺶﺘﻔﻣ ﺎﻳ"
"traveler:SECRET_POLICE_FINAL","It has been some time.",".ﺖﻗﻮﻟﺍ ﺾﻌﺑ ﺮﻣ ﺪﻘﻟ"
"traveler:SECRET_POLICE_FINAL","Read your bulletin carefully today.",".ﻡﻮﻴﻟﺍ ﺔﻳﺎﻨﻌﺑ ﻚﺗﺮﺸﻧ ﺃﺮﻗﺍ"
"traveler:SECRET_POLICE_FINAL","We will be speaking with many workers.",".ﻝﺎﻤﻌﻟﺍ ﻦﻣ ﺪﻳﺪﻌﻟﺍ ﻊﻣ ﺙﺪﺤﺘﻨﺳ"
"traveler:SECRET_POLICE_FINAL","Your audit comes soon.",".ﺎًﺒﻳﺮﻗ ﻲﺗﺄﻴﺳ ﻚﻘﻴﻗﺪﺗ"
"traveler:SECRET_POLICE_FINAL","I will personally conduct it.",".ﻲﺴﻔﻨﺑ ﻪﻳﺮﺟﺄﺳ"
"traveler:SECRET_POLICE_FINAL","There is nothing to fear.",".ﻑﻮﺨﻠﻟ ﻲﻋﺪﻳ ﻲﺷ ﺪﺟﻮﻳ ﻻ"
"traveler:SECRET_POLICE_FINAL","Work hard.",".ﺪﺠﺑ ﻞﻤﻋﺍ"
"traveler:JORJI_BASE","All right! You the best!","!ﻞﻀﻓﻷﺍ ﺖﻧﺃ !ﺎﻨﺴﺣ"
"traveler:JORJI_BASE","Arstotzka the best!","!ﻞﻀﻓﻷﺍ ﺎﻛﺰﺗﻮﺘﺳﺭﺃ"
"traveler:JORJI_BASE","Here, take this!","!ﺍﺬﻫ ﺬﺧ ,ﻞﻀﻔﺗ"
"traveler:JORJI0","Ok! Here we go!","!ﺍﺫ ﻦﺤﻧ ﺎﻫ !ﺍﻨﺴﺣ"
"traveler:JORJI0","Glory to Arstotzka!","!ﺎﻛﺰﺗﻮﺘﺳﺭﻷ ﺪﺠﻤﻟﺍ"
"traveler:JORJI0","The greatest country!","!ﺔﻟﻭﺩ ﻢﻈﻋﺃ"
"traveler:JORJI0","@Where is your passport?","@؟ﻙﺮﻔﺳ ﺯﺍﻮﺟ ﻦﻳﺃ"
"traveler:JORJI0","Passport!","!ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ"
"traveler:JORJI0","Arstotzka so great, passport not required.",".ﺮﻔﺳ ﺯﺍﻮﺟ ﻡﺰﻠﻳ ﻻ ،ﺍﺪﺟ ﺔﻤﻴﻈﻋ ﺎﻛﺰﺗﻮﺘﺳﺭﺃ"
"traveler:JORJI0","Right?","؟ﻚﻟﺬﻛ ﺲﻴﻟﺃ"
"traveler:JORJI0","@A passport is required.","@.ﺏﻮﻠﻄﻣ ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ"
"traveler:JORJI0","Ok, ok. I hear you.",".ﻚﺘﻌﻤﺳ .ﺎﻧﺴﺣ ،ﺎﻧﺴﺣ"
"traveler:JORJI0","I come back again.",".ﺎﻘﺣﻻ ﺩﻮﻋﺄﺳ"
"traveler:JORJI1","Ok! Hello again!","! ﺍًﺩﺪﺠﻣ ﺎًﺒﺣﺮﻣ !ﺎًﻨﺴﺣ"
"traveler:JORJI1","Now I have passport!","! ﺮﻔﺳ ﺯﺍﻮﺟ ﻱﺪﻟ ﻥﻵﺍ"
"traveler:JORJI1","Arstotzka still best country for sure!","! ﺪﻴﻛﺄﺘﻟﺎﺑ ﺪﻠﺑ ﻞﻀﻓﺃ ﻝﺍﺰﺗ ﻻ ﺎﻛﺰﺗﻮﺘﺳﺭﺃ"
"traveler:JORJI1","@This passport is crude fake.","@.ﻲﺋﺍﺪﺑ ﻞﻜﺸﺑ ﻒﻳﺰﻣ ﺍﺬﻫ ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ"
"traveler:JORJI1","Hey now! Is not true!","! ﺎًﺤﻴﺤﺻ ﺲﻴﻟ ﺍﺬﻫ !ﻥﻵﺍ ًﻼﻬﻣ"
"traveler:JORJI1","Is pre-approved!","! ﺎًﻘﺒﺴﻣ ﻪﻴﻠﻋ ﻖﻓﺍﻮﻣ ﻪﻧﺇ"
"traveler:JORJI1","@ Cobrastan is not a real country.","@ .ﺔﻴﻘﻴﻘﺣ ﺔﻟﻭﺩ ﺖﺴﻴﻟ ﻥﺎﺘﺳﺮﺑﻮﻛ"
"traveler:JORJI1","Ok, ok.",".ﺎًﻨﺴﺣ ،ﺎًﻨﺴﺣ"
"traveler:JORJI1","You no like passport, I understand.",".ﻢﻬﻓﺃ ﺎﻧﺃ ،ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ ﻚﺒﺠﻌﻳ ﻻ ﺖﻧﺃ"
"traveler:JORJI1","I come back again with better one.",".ﻞﻀﻓﺃ ﺪﺣﺍﻮﺑ ﻯﺮﺧﺃ ﺓﺮﻣ ﺩﻮﻋﺄﺳ"
"traveler:JORJI2","Old friend hello!","! ﻢﻳﺪﻘﻟﺍ ﻲﻘﻳﺪﺻ ﺎﻳ ًﺎﺒﺣﺮﻣ"
"traveler:JORJI2","I am back again!","! ﺍًﺩﺪﺠﻣ ﺕﺪﻋ ﺪﻘﻟ"
"traveler:JORJI2","This time everything set.",".ﺰﻫﺎﺟ ﺀﻲﺷ ﻞﻛ ﺓﺮﻤﻟﺍ ﻩﺬﻫ"
"traveler:JORJI2","@You are missing an entry permit.","@.ﻝﻮﺧﺩ ﺢﻳﺮﺼﺗ ﻰﻟﺇ ﺪﻘﺘﻔﺗ ﺖﻧﺃ"
"traveler:JORJI2","Oh man you funny guy!","! ﻚﺤﻀﻣ ﺺﺨﺷ ﺖﻧﺃ ،ﻞﺟﺭ ﺎﻳ"
"traveler:JORJI2","@An entry permit is required.","@.ﺏﻮﻠﻄﻣ ﻝﻮﺧﺪﻟﺍ ﺢﻳﺮﺼﺗ"
"traveler:JORJI2","Wow, you run very strict border here.",".ﺎﻨﻫ ﺍًﺪﺟ ﺔﻣﺭﺎﺻ ﺍًﺩﻭﺪﺣ ﻥﻭﺮﻳﺪﺗ ﻢﺘﻧﺃ ،ﻭﺍﻭ"
"traveler:JORJI2","That is good. Do job right.",".ﺢﻴﺤﺻ ﻞﻜﺸﺑ ﻚﻠﻤﻌﺑ ﻢﻗ .ﺪﻴﺟ ﺍﺬﻫ"
"traveler:JORJI2","I look for entry thing and come back.",".ﺩﻮﻋﺃﻭ ﻝﻮﺧﺪﻟﺍ ﺢﻳﺮﺼﺗ ﻦﻋ ﺚﺤﺑﺄﺳ"
"traveler:JORJI3","Hey it is me!","! ﺎﻧﺃ ﻪﻧﺇ ،ًﺎﺒﺣﺮﻣ"
"traveler:JORJI3","Are you happy to see?","؟ﻲﺘﻳﺅﺮﻟ ﺪﻴﻌﺳ ﺖﻧﺃ ﻞﻫ"
"traveler:JORJI3","I have everything you ask for now.",".ﻥﻵﺍ ﻪﺘﺒﻠﻃ ﺎﻣ ﻞﻛ ﻱﺪﻟ"
"traveler:JORJI3","@Tickets are no longer accepted.","@.ﺔﻟﻮﺒﻘﻣ ﺮﻛﺍﺬﺘﻟﺍ ﺪﻌﺗ ﻢﻟ"
"traveler:JORJI3","Hey no!","! ﻻ ،ًﻼﻬﻣ"
"traveler:JORJI3","Guy sold me ticket. Say is good!","! ﺓﺪﻴﺟ ﺎﻬﻧﺇ ﻝﺎﻗ .ﺓﺮﻛﺬﺗ ﻞﺟﺭ ﻲﻨﻋﺎﺑ"
"traveler:JORJI3","You check again maybe.",".ﻯﺮﺧﺃ ﺓﺮﻣ ﻖﻘﺤﺘﺗ"
"traveler:JORJI3","@Do not come back again.","@.ﻯﺮﺧﺃ ﺓﺮﻣ ﺪﻌﺗ ﻻ"
"traveler:JORJI3","Haha!","! ﺎﻫﺎﻫ"
"traveler:JORJI3","You nice guy but I have business in Arstotzka.",".ﺎﻛﺰﺗﻮﺘﺳﺭﺃ ﻲﻓ ﻞﻤﻋ ﻱﺪﻟ ﻦﻜﻟﻭ ﻒﻴﻄﻟ ﻞﺟﺭ ﺖﻧﺃ"
"traveler:JORJI3","I get right papers and come see you.",".ﻚﺘﻳﺅﺮﻟ ﻲﺗﺁﻭ ﺔﺤﻴﺤﺼﻟﺍ ﻕﺍﺭﻭﻷﺍ ﻰﻠﻋ ﻞﺼﺣﺄﺳ"
"traveler:JORJI4","Hello my guy!","! ﻲﺒﺣﺎﺻ ﺎﻳ ًﺎﺒﺣﺮﻣ"
"traveler:JORJI4","Ok. Today is day!","! ﺩﻮﻋﻮﻤﻟﺍ ﻡﻮﻴﻟﺍ ﻮﻫ ﻡﻮﻴﻟﺍ .ﺎًﻨﺴﺣ"
"traveler:JORJI4","Look at all good papers.",".ﺓﺪﻴﺠﻟﺍ ﻕﺍﺭﻭﻷﺍ ﻩﺬﻫ ﻞﻛ ﻰﻟﺇ ﺮﻈﻧﺍ"
"traveler:JORJI4","Was not easy.",".ًﻼﻬﺳ ﻦﻜﻳ ﻢﻟ"
"traveler:JORJI4","Or cheap! Haha!","! ﺎﻫﺎﻫ !ﺎًﺼﻴﺧﺭ ﻭﺃ"
"traveler:JORJI4","@I told you not to come back.","@.ﺩﻮﻌﺗ ﻻﺃ ﻚﺗﺮﺒﺧﺃ ﺪﻘﻟ"
"traveler:JORJI4","This is crap.",".ﺀﺍﺮﻫ ﺍﺬﻫ"
"traveler:JORJI4","You know what? Forget it.",".ﺮﻣﻷﺍ ﻰﺴﻧﺍ ؟ﺍﺫﺎﻣ ﻢﻠﻌﺗﺃ"
"traveler:JORJI4","Arstotzka worst country.",".ﺔﻟﻭﺩ ﺃﻮﺳﺃ ﺎﻛﺰﺗﻮﺘﺳﺭﺃ"
"traveler:JORJI4","You worst person.",".ﺺﺨﺷ ﺃﻮﺳﺃ ﺖﻧﺃ"
"traveler:JORJI4","Thank you so much!","! ﻚﻟ ًﻼﻳﺰﺟ ﺍًﺮﻜﺷ"
"traveler:JORJI4","If I am honest to you, I was little nervous.",".ًﻼﻴﻠﻗ ﺍًﺮﺗﻮﺘﻣ ﺖﻨﻛ ،ﻚﻌﻣ ﺎًﻗﺩﺎﺻ ﻥﻮﻛﻷ"
"traveler:JORJI4","Even with right papers is hard to say.",".ﻡﺰﺠﻟﺍ ﺐﻌﺼﻟﺍ ﻦﻣ ،ﺔﺤﻴﺤﺼﻟﺍ ﻕﺍﺭﻭﻷﺍ ﺩﻮﺟﻭ ﻊﻣ ﻰﺘﺣ"
"traveler:JORJI4","Ok bye!","! ﺎًﻋﺍﺩﻭ ﺎًﻨﺴﺣ"
"traveler:JORJI_SMUGGLE0","Again I am here!","! ﻯﺮﺧﺃ ﺓﺮﻣ ﺎﻨﻫ ﺎﻧﺃ"
"traveler:JORJI_SMUGGLE0","Everything all set up now.",".ﻥﻵﺍ ﺰﻫﺎﺟ ﺀﻲﺷ ﻞﻛ"
"traveler:JORJI_SMUGGLE0","I come through often to see you.",".ﻚﺘﻳﺅﺮﻟ ﺍًﺮﻴﺜﻛ ﺮﻣﺄﺳ"
"traveler:JORJI_SMUGGLE0","We become good friends!","! ﻦﻳﺪﻴﺟ ﺀﺎﻗﺪﺻﺃ ﺢﺒﺼﻨﺳ"
"traveler:JORJI_SMUGGLE0","@Your weight is different.","@.ﻒﻠﺘﺨﻣ ﻚﻧﺯﻭ"
"traveler:JORJI_SMUGGLE0","Is sad story.",".ﺔﻨﻳﺰﺣ ﺔﺼﻗ ﺎﻬﻧﺇ"
"traveler:JORJI_SMUGGLE0","My wife very bad cook.",".ًﺍﺪﺟ ﺔﺌﻴﺳ ﺔﺧﺎﺒﻃ ﻲﺘﺟﻭﺯ"
"traveler:JORJI_SMUGGLE0","But if I do not eat, she get angry.",".ﺐﻀﻐﺗ ،ﻞﻛﺁ ﻢﻟ ﺍﺫﺇ ﻦﻜﻟ"
"traveler:JORJI_SMUGGLE0","Uh oh, maybe you not like this!","! ﻚﺒﺠﻌﻳ ﻻ ﺍﺬﻫ ﺎﻤﺑﺭ ،ﻩﻭﺃ ﻩﻭﺃ"
"traveler:JORJI_SMUGGLE0","@What is this?","@؟ﺍﺬﻫ ﺎﻣ"
"traveler:JORJI_SMUGGLE0","Is drugs!","! ﺕﺍﺭﺪﺨﻣ ﺎﻬﻧﺇ"
"traveler:JORJI_SMUGGLE0","I have little side business here.",".ﺎﻨﻫ ﺮﻴﻐﺻ ﻲﺒﻧﺎﺟ ﻞﻤﻋ ﻱﺪﻟ"
"traveler:JORJI_SMUGGLE0","You let me through and I give you something something.",".ﺎﻣ ﺎًﺌﻴﺷ ﻚﻴﻄﻋﺃ ﺎﻧﺃﻭ ﺮﻣﺃ ﻲﻨﻋﺪﺗ ﺖﻧﺃ"
"traveler:JORJI_SMUGGLE0","@Something what?","@؟ﺍﺫﺎﻣ ﺀﻲﺷ"
"traveler:JORJI_SMUGGLE0","Ten credits.",".ﺓﺪﺻﺭﺃ ﺓﺮﺸﻋ"
"traveler:JORJI_SMUGGLE0","I give you ten credits for just little stamp.",".ﻂﻘﻓ ﺮﻴﻐﺻ ﻢﺘﺧ ﻞﺑﺎﻘﻣ ﺓﺪﺻﺭﺃ ﺓﺮﺸﻋ ﻚﻴﻄﻋﺃ"
"traveler:JORJI_SMUGGLE0","@Wait here Jorji.","@.ﻲﺟﺭﻮﺟ ﺎﻳ ﺎﻨﻫ ﺮﻈﺘﻧﺍ"
"traveler:JORJI_SMUGGLE0","Is ok, I understand.",".ﻢﻬﻓﺃ ﺎﻧﺃ ،ﺱﺄﺑ ﻻ"
"traveler:JORJI_SMUGGLE0","Drugs are bad. Not good for kids.",".ﻝﺎﻔﻃﻸﻟ ﺓﺪﻴﺟ ﺖﺴﻴﻟ .ﺔﺌﻴﺳ ﺕﺍﺭﺪﺨﻤﻟﺍ"
"traveler:JORJI_SMUGGLE0","You do great work here still.",".ﺎﻨﻫ ﻊﺋﺍﺭ ﻞﻤﻌﺑ ﻡﻮﻘﺗ ﻝﺍﺰﺗ ﻻ"
"traveler:JORJI_SMUGGLE0","Ok!","! ﺎًﻨﺴﺣ"
"traveler:JORJI_SMUGGLE0","We go full speed!","! ﺔﻋﺮﺳ ﻰﺼﻗﺄﺑ ﻖﻠﻄﻨﻨﺳ"
"traveler:JORJI_SMUGGLE0","Hey what is problem?","؟ﺔﻠﻜﺸﻤﻟﺍ ﺎﻣ ،ًﻼﻬﻣ"
"traveler:JORJI_SMUGGLE0","@I do not trust you.","@.ﻚﺑ ﻖﺛﺃ ﻻ ﺎﻧﺃ"
"traveler:JORJI_SMUGGLE0","Ok, ok.",".ﺎًﻨﺴﺣ ،ﺎًﻨﺴﺣ"
"traveler:JORJI_SMUGGLE0","You good guy so I win trust next time.",".ﺔﻣﺩﺎﻘﻟﺍ ﺓﺮﻤﻟﺍ ﻲﻓ ﻚﺘﻘﺛ ﺐﺴﻛﺄﺳ ﺍﺬﻟ ﺐﻴﻃ ﻞﺟﺭ ﺖﻧﺃ"
"traveler:JORJI_SMUGGLE1","Ok, I am back!","! ﺕﺪﻋ ﺪﻘﻟ ،ﺎًﻨﺴﺣ"
"traveler:JORJI_SMUGGLE1","Same procedure!","! ﺀﺍﺮﺟﻹﺍ ﺲﻔﻧ"
"traveler:JORJI_SMUGGLE1","They told me this hard business.",".ﺐﻌﺻ ﻞﻤﻋ ﺍﺬﻫ ﻥﺃ ﻲﻧﻭﺮﺒﺧﺃ"
"traveler:JORJI_SMUGGLE1","So far everything smooth like ice!","! ﺞﻠﺜﻟﺎﻛ ﺔﺳﻼﺴﺑ ﺮﻴﺴﻳ ﺀﻲﺷ ﻞﻛ ﻥﻵﺍ ﻰﺘﺣ"
"traveler:JORJI_SMUGGLE1","Thanks to you!","! ﻚﻟ ًﺍﺮﻜﺷ"
"traveler:JORJI_SMUGGLE1","Buy something happy for wife.",".ﻚﺘﺟﻭﺯ ﺪﻌﺴُﻳ ﺎًﺌﻴﺷ ِﺮﺘﺷﺍ"
"traveler:JORJI_SMUGGLE1","Phew!","! ﻑﻭﺃ"
"traveler:JORJI_SMUGGLE1","Was tough one. Lucky for me, guard was easy.",".ًﻼﻬﺳ ﺱﺭﺎﺤﻟﺍ ﻥﺎﻛ ،ﻲﻈﺣ ﻦﺴﺤﻟ .ﺔﺒﻌﺻ ﺔﻤﻬﻣ ﺖﻧﺎﻛ"
"traveler:JORJI_SMUGGLE1","He asks for big money but is reasonable man.",".ﻞﻗﺎﻋ ﻞﺟﺭ ﻪﻨﻜﻟ ﺔﻠﺋﺎﻃ ًﻻﺍﻮﻣﺃ ﺐﻠﻄﻳ"
"traveler:JORJI_SMUGGLE1","Oh man, again!","! ﻯﺮﺧﺃ ﺓﺮﻣ ،ﻞﺟﺭ ﺎﻳ"
"traveler:JORJI_SMUGGLE1","That guard have another good day.",".ﺮﺧﺁ ﺪﻴﺟ ﻡﻮﻴﺑ ﻲﻈﺣ ﺱﺭﺎﺤﻟﺍ ﻚﻟﺫ"
"traveler:JORJI_SMUGGLE1","Not sure I keep this up with no sales!","! ﺕﺎﻌﻴﺒﻣ ﻥﻭﺪﺑ ﺍﺬﻫ ﻲﻓ ﺭﺍﺮﻤﺘﺳﻻﺍ ﻊﻴﻄﺘﺳﺃ ﻲﻨﻧﺃ ﻦﻣ ﺍًﺪﻛﺄﺘﻣ ﺖﺴﻟ"
"traveler:JORJI_SMUGGLE1","Ok, we try again!","! ﻯﺮﺧﺃ ﺓﺮﻣ ﻝﻭﺎﺤﻨﺳ ،ﺎًﻨﺴﺣ"
"traveler:JORJI_SMUGGLE1","Sorry to bother you, but this my only job.",".ﺪﻴﺣﻮﻟﺍ ﻲﻠﻤﻋ ﻮﻫ ﺍﺬﻫ ﻦﻜﻟ ،ﻚﺟﺎﻋﺯﻹ ﻒﺳﺁ"
"traveler:JORJI_SMUGGLE1","@Wait here, Jorji.","@.ﻲﺟﺭﻮﺟ ﺎﻳ ،ﺎﻨﻫ ﺮﻈﺘﻧﺍ"
"traveler:JORJI_SMUGGLE1","Is ok, I understand.",".ﻢﻬﻓﺃ ﺎﻧﺃ ،ﺱﺄﺑ ﻻ"
"traveler:JORJI_SMUGGLE1","Drugs are bad. Not good for kids.",".ﻝﺎﻔﻃﻸﻟ ﺓﺪﻴﺟ ﺖﺴﻴﻟ .ﺔﺌﻴﺳ ﺕﺍﺭﺪﺨﻤﻟﺍ"
"traveler:JORJI_SMUGGLE1","You do great work here still.",".ﺎﻨﻫ ﻊﺋﺍﺭ ﻞﻤﻌﺑ ﻡﻮﻘﺗ ﻝﺍﺰﺗ ﻻ"
"traveler:JORJI_SMUGGLE1","@I see a difference here.","@.ﺎﻨﻫ ﺎًﻓﻼﺘﺧﺍ ﻯﺭﺃ"
"traveler:JORJI_SMUGGLE1","Is real mystery for sure.",".ﺪﻴﻛﺄﺘﻟﺎﺑ ﻲﻘﻴﻘﺣ ﺰﻐﻟ ﻪﻧﺇ"
"traveler:JORJI_SMUGGLE1","Maybe things get too sexy in here.",".ﺎﻨﻫ ﺔﻳﺎﻐﻠﻟ ﺓﺮﻴﺜﻣ ﺭﻮﻣﻷﺍ ﺢﺒﺼﺗ ﺎﻤﺑﺭ"
"traveler:JORJI_SMUGGLE1","@Drugs?","@؟ﺕﺍﺭﺪﺨﻣ"
"traveler:JORJI_SMUGGLE1","Looks like good stuff right?","؟ﻚﻟﺬﻛ ﺲﻴﻟﺃ ،ﺓﺪﻴﺟ ﺔﻋﺎﻀﺑ ﻭﺪﺒﺗ"
"traveler:JORJI_SMUGGLE1","Wait! I give you 10 credits for ok stamp!","! ﺔﻘﻓﺍﻮﻣ ﻢﺘﺧ ﻞﺑﺎﻘﻣ ﺭﻻﻭﺩ 10 ﻚﻴﻄﻋﺄﺳ !ﺮﻈﺘﻧﺍ"
"traveler:JORJI_SMUGGLE1","Think about family!","! ﻚﺘﻠﺋﺎﻋ ﻲﻓ ﺮﻜﻓ"
"traveler:JORJI_SMUGGLE1","They can buy many happy things with these credits.",".ﺓﺪﺻﺭﻷﺍ ﻩﺬﻬﺑ ﺓﺪﻴﻌﺴﻟﺍ ﺀﺎﻴﺷﻷﺍ ﻦﻣ ﺪﻳﺪﻌﻟﺍ ﺀﺍﺮﺷ ﻢﻬﻨﻜﻤﻳ"
"traveler:JORJI_SMUGGLE1","Just for little harmless drugs!","! ﺓﺭﺎﻀﻟﺍ ﺮﻴﻏ ﺕﺍﺭﺪﺨﻤﻟﺍ ﻦﻣ ﻞﻴﻠﻘﻟﺍ ﻞﺟﺃ ﻦﻣ ﻂﻘﻓ"
"traveler:JORJI_SMUGGLE1","This much better, see?","؟ﻯﺮﺗﺃ ،ﺮﻴﺜﻜﺑ ﻞﻀﻓﺃ ﺍﺬﻫ"
"traveler:JORJI_SMUGGLE1","Wow, you really stand-up guy.",".ﻪﻳﺰﻧ ﻞﺟﺭ ﺎًﻘﺣ ﺖﻧﺃ ،ﻭﺍﻭ"
"traveler:JORJI_SMUGGLE1","Maybe is not so good for me when I think about.",".ﺮﻣﻷﺍ ﻲﻓ ﺮﻜﻓﺃ ﺎﻣﺪﻨﻋ ﻲﻟ ﺔﺒﺴﻨﻟﺎﺑ ﺍًﺪﻴﺟ ﺲﻴﻟ ﺍﺬﻫ ﺎﻤﺑﺭ"
"traveler:JORJI_CRIMINAL","Is good to see you again!","! ﻯﺮﺧﺃ ﺓﺮﻣ ﻚﺘﻳﺅﺭ ﺪﻴﺠﻟﺍ ﻦﻣ"
"traveler:JORJI_CRIMINAL","Today I come just for short visit.",".ﻂﻘﻓ ﺓﺮﻴﺼﻗ ﺓﺭﺎﻳﺰﻟ ﺖﻴﺗﺃ ﻡﻮﻴﻟﺍ"
"traveler:JORJI_CRIMINAL","Everything is definitely ok with me.",".ﺪﻴﻛﺄﺘﻟﺎﺑ ﻲﻌﻣ ﻡﺍﺮﻳ ﺎﻣ ﻰﻠﻋ ﺀﻲﺷ ﻞﻛ"
"traveler:JORJI_CRIMINAL","For sure I am not in criminal bulletin or anything!","! ﻞﻴﺒﻘﻟﺍ ﺍﺬﻫ ﻦﻣ ﺀﻲﺷ ﻱﺃ ﻭﺃ ﺔﻴﺋﺎﻨﺟ ﺓﺮﺸﻧ ﻲﻓ ﺖﺴﻟ ﺎﻧﺃ ﺪﻴﻛﺄﺘﻟﺎﺑ"
"traveler:JORJI_CRIMINAL","@Your face is in wanted bulletin.","@.ﻦﻴﺑﻮﻠﻄﻤﻟﺍ ﺓﺮﺸﻧ ﻲﻓ ﻚﻬﺟﻭ"
"traveler:JORJI_CRIMINAL","What! I pay police like crazy!","! ﻥﻮﻨﺠﺑ ﺔﻃﺮﺸﻠﻟ ﻊﻓﺩﺃ ﺎﻧﺃ !ﺍﺫﺎﻣ"
"traveler:JORJI_CRIMINAL","They promise no bulletin. All clear they say.",".ﻡﺍﺮﻳ ﺎﻣ ﻰﻠﻋ ﺀﻲﺷ ﻞﻛ ﻥﺇ ﺍﻮﻟﺎﻗ .ﺓﺮﺸﻧ ﺩﻮﺟﻭ ﻡﺪﻌﺑ ﺍﻭﺪﻋﻭ ﺪﻘﻟ"
"traveler:JORJI_CRIMINAL","I think twice about trusting friendly people.",".ﻦﻳﺩﻭﺩﻮﻟﺍ ﺹﺎﺨﺷﻷﺍ ﻲﻓ ﻖﺛﺃ ﻥﺃ ﻞﺒﻗ ﻦﻴﺗﺮﻣ ﺮﻜﻓﺄﺳ"
"traveler:JORJI_CRIMINAL","Hey I really like you.",".ﺎًﻘﺣ ﻚﺑ ﺐﺠﻌﻣ ﺎﻧﺃ ،ًﻼﻬﻣ"
"traveler:JORJI_CRIMINAL","I know is risky to help me like this.",".ﻞﻜﺸﻟﺍ ﺍﺬﻬﺑ ﻲﺗﺪﻋﺎﺴﻣ ﺓﺭﻮﻄﺨﻟﺍ ﻦﻣ ﻪﻧﺃ ﻢﻠﻋﺃ"
"traveler:JORJI_CRIMINAL","I try to make it up for you.",".ﻚﻟﺫ ﻦﻋ ﻚﺿﻮﻋﺃ ﻥﺃ ﻝﻭﺎﺣﺄﺳ"
"traveler:JORJI_CRIMINAL","Ah, is ok.",".ﺱﺄﺑ ﻻ ،ﻩﺁ"
"traveler:JORJI_CRIMINAL","At least you do not arrest me.",".ﻲﻨﻠﻘﺘﻌﺗ ﻻ ﺖﻧﺃ ﻞﻗﻷﺍ ﻰﻠﻋ"
"traveler:JORJI_CRIMINAL","Thanks anyways.",".ﻝﺎﺣ ﻱﺃ ﻰﻠﻋ ﺍًﺮﻜﺷ"
"traveler:JORJI_CRIMINAL","@Sorry Jorji.","@.ﻲﺟﺭﻮﺟ ﺎﻳ ﻒﺳﺁ"
"traveler:JORJI_CRIMINAL","Ah, is ok. Most police know me now.",".ﻥﻵﺍ ﻲﻨﻧﻮﻓﺮﻌﻳ ﺔﻃﺮﺸﻟﺍ ﻝﺎﺟﺭ ﻢﻈﻌﻣ .ﺱﺄﺑ ﻻ ،ﻩﺁ"
"traveler:JORJI_CRIMINAL","I have little talk with them again.",".ﻯﺮﺧﺃ ﺓﺮﻣ ًﻼﻴﻠﻗ ﻢﻬﻌﻣ ﺙﺪﺤﺗﺄﺳ"
"traveler:JORJI_CRIMINAL","Anyway, you have tough job.",".ﺔﺒﻌﺻ ﺔﻔﻴﻇﻭ ﻚﻳﺪﻟ ،ﻝﺎﺣ ﻱﺃ ﻰﻠﻋ"
"traveler:JORJI_CRIMINAL","I rather sell drugs!","! ﺕﺍﺭﺪﺨﻤﻟﺍ ﻊﻴﺑ ﻞﻀﻓﺃ"
"traveler:JORJI_PASSPORTS","I read newspaper.",".ﺔﻔﻴﺤﺼﻟﺍ ﺃﺮﻗﺃ ﺎﻧﺃ"
"traveler:JORJI_PASSPORTS","@Hello Jorji.","@.ﻲﺟﺭﻮﺟ ﺎﻳ ًﺎﺒﺣﺮﻣ"
"traveler:JORJI_PASSPORTS","Things getting little crazy in Arstotzka.",".ﺎﻛﺰﺗﻮﺘﺳﺭﺃ ﻲﻓ ﺀﻲﺸﻟﺍ ﺾﻌﺑ ﺔﻧﻮﻨﺠﻣ ﺖﺤﺒﺻﺃ ﺭﻮﻣﻷﺍ"
"traveler:JORJI_PASSPORTS","Maybe you think about going away for a bit.",".ًﻼﻴﻠﻗ ﺩﺎﻌﺘﺑﻻﺍ ﻲﻓ ﺮﻜﻔﺗ ﺎﻤﺑﺭ"
"traveler:JORJI_PASSPORTS","Obristan is good place.",".ﺪﻴﺟ ﻥﺎﻜﻣ ﻥﺎﺘﺴﻳﺮﺑﻭﺃ"
"traveler:JORJI_PASSPORTS","Right next door up north.",".ﻝﺎﻤﺸﻟﺍ ﻲﻓ ﺓﺮﺷﺎﺒﻣ ﺭﺍﻮﺠﻟﺎﺑ"
"traveler:JORJI_PASSPORTS","@Our passports have been confiscated.","@.ﺎﻧﺮﻔﺳ ﺕﺍﺯﺍﻮﺟ ﺓﺭﺩﺎﺼﻣ ﺖﻤﺗ ﺪﻘﻟ"
"traveler:JORJI_PASSPORTS","@We cannot leave.","@.ﺓﺭﺩﺎﻐﻤﻟﺍ ﺎﻨﻨﻜﻤﻳ ﻻ"
"traveler:JORJI_PASSPORTS","Hey that not good sign.",".ﺓﺪﻴﺟ ﺔﻣﻼﻋ ﺖﺴﻴﻟ ﻩﺬﻫ ،ًﻼﻬﻣ"
